"","Hub","ID","Animal.Sex","Animal.Length..m.","Date","Date.Time"
"2544","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:26:00"
"2545","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 03:27:00"
"2546","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 03:27:00"
"2547","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:28:00"
"2548","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 03:29:00"
"2549","aquaHub-660298","9001-26756","Male",1.6,2025-09-16,"2025-09-16 03:29:00"
"2550","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 03:29:00"
"2551","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 03:29:00"
"2552","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:30:00"
"2553","aquaHub-660143","9001-52022","Male",1.6,2025-09-16,"2025-09-16 03:30:00"
"2554","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 03:31:00"
"2555","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 03:31:00"
"2556","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 03:32:00"
"2557","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:32:00"
"2558","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 03:32:00"
"2559","aquaHub-660298","9001-26756","Male",1.6,2025-09-16,"2025-09-16 03:33:00"
"2560","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 03:33:00"
"2561","aquaHub-660143","9001-52022","Male",1.6,2025-09-16,"2025-09-16 03:34:00"
"2562","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 03:34:00"
"2563","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 03:34:00"
"2564","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:34:00"
"2565","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 03:35:00"
"2566","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 03:35:00"
"2567","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 03:36:00"
"2568","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 03:36:00"
"2569","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 03:37:00"
"2570","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:37:00"
"2571","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 03:37:00"
"2572","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 03:39:00"
"2573","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:39:00"
"2574","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 03:39:00"
"2575","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 03:40:00"
"2576","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:40:00"
"2577","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 03:40:00"
"2578","aquaHub-660298","9001-26747","Male",1.4,2025-09-16,"2025-09-16 03:41:00"
"2579","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 03:41:00"
"2580","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 03:42:00"
"2581","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:42:00"
"2582","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 03:43:00"
"2583","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 03:44:00"
"2584","aquaHub-660143","9001-52022","Male",1.6,2025-09-16,"2025-09-16 03:44:00"
"2585","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:45:00"
"2586","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 03:45:00"
"2587","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:47:00"
"2588","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 03:48:00"
"2589","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:49:00"
"2590","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 03:50:00"
"2591","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 03:50:00"
"2592","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:51:00"
"2593","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 03:52:00"
"2594","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 03:53:00"
"2595","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 03:54:00"
"2596","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:54:00"
"2597","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 03:54:00"
"2598","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:56:00"
"2599","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 03:57:00"
"2600","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:57:00"
"2601","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 03:58:00"
"2602","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 03:59:00"
"2603","aquaHub-660143","9001-52022","Male",1.6,2025-09-16,"2025-09-16 03:59:00"
"2604","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 03:59:00"
"2605","aquaHub-660298","9001-52017","Male",1.6,2025-09-16,"2025-09-16 03:59:00"
"2606","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 03:59:00"
"2607","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 04:01:00"
"2608","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:02:00"
"2609","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:02:00"
"2610","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:03:00"
"2611","aquaHub-660298","9001-52040","Male",164,2025-09-16,"2025-09-16 04:03:00"
"2612","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 04:03:00"
"2613","aquaHub-661033","9001-47192","Male",163,2025-09-16,"2025-09-16 04:03:00"
"2614","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:04:00"
"2615","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:04:00"
"2616","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:06:00"
"2617","aquaHub-660298","9001-52040","Male",164,2025-09-16,"2025-09-16 04:07:00"
"2618","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:07:00"
"2619","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 04:07:00"
"2620","aquaHub-660298","9001-52017","Male",1.6,2025-09-16,"2025-09-16 04:08:00"
"2621","aquaHub-661033","9001-47192","Male",163,2025-09-16,"2025-09-16 04:08:00"
"2622","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:08:00"
"2623","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:09:00"
"2624","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 04:09:00"
"2625","aquaHub-660143","9001-52022","Male",1.6,2025-09-16,"2025-09-16 04:10:00"
"2626","aquaHub-661033","9001-47192","Male",163,2025-09-16,"2025-09-16 04:10:00"
"2627","aquaHub-660298","9001-52017","Male",1.6,2025-09-16,"2025-09-16 04:10:00"
"2628","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:10:00"
"2629","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:10:00"
"2630","aquaHub-660298","9001-26756","Male",1.6,2025-09-16,"2025-09-16 04:11:00"
"2631","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 04:11:00"
"2632","aquaHub-660298","9001-52017","Male",1.6,2025-09-16,"2025-09-16 04:11:00"
"2633","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:12:00"
"2634","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:13:00"
"2635","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 04:14:00"
"2636","aquaHub-661033","9001-47192","Male",163,2025-09-16,"2025-09-16 04:15:00"
"2637","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:15:00"
"2638","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:17:00"
"2639","aquaHub-661033","9001-47192","Male",163,2025-09-16,"2025-09-16 04:17:00"
"2640","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 04:17:00"
"2641","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:18:00"
"2642","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 04:18:00"
"2643","aquaHub-660298","9001-26756","Male",1.6,2025-09-16,"2025-09-16 04:18:00"
"2644","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:19:00"
"2645","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 04:20:00"
"2646","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:20:00"
"2647","aquaHub-661034","9001-43287","Female",201,2025-09-16,"2025-09-16 04:20:00"
"2648","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:21:00"
"2649","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:21:00"
"2650","aquaHub-661034","9001-43287","Female",201,2025-09-16,"2025-09-16 04:22:00"
"2651","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:23:00"
"2652","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 04:24:00"
"2653","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:24:00"
"2654","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 04:24:00"
"2655","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:25:00"
"2656","aquaHub-661034","9001-43287","Female",201,2025-09-16,"2025-09-16 04:26:00"
"2657","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 04:26:00"
"2658","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:26:00"
"2659","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 04:26:00"
"2660","aquaHub-661034","9001-43287","Female",201,2025-09-16,"2025-09-16 04:27:00"
"2661","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 04:27:00"
"2662","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:28:00"
"2663","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 04:28:00"
"2664","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 04:29:00"
"2665","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 04:29:00"
"2666","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:29:00"
"2667","aquaHub-661034","9001-43287","Female",201,2025-09-16,"2025-09-16 04:29:00"
"2668","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 04:31:00"
"2669","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 04:31:00"
"2670","aquaHub-661034","9001-43287","Female",201,2025-09-16,"2025-09-16 04:31:00"
"2671","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:33:00"
"2672","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 04:33:00"
"2673","aquaHub-660298","9001-26756","Male",1.6,2025-09-16,"2025-09-16 04:33:00"
"2674","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 04:34:00"
"2675","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:35:00"
"2676","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:35:00"
"2677","aquaHub-661034","9001-43287","Female",201,2025-09-16,"2025-09-16 04:35:00"
"2678","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:36:00"
"2679","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 04:36:00"
"2680","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:36:00"
"2681","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:38:00"
"2682","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:38:00"
"2683","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:38:00"
"2684","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:40:00"
"2685","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:40:00"
"2686","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:41:00"
"2687","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:42:00"
"2688","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:42:00"
"2689","aquaHub-661034","9001-43287","Female",201,2025-09-16,"2025-09-16 04:42:00"
"2690","aquaHub-661033","9001-47192","Male",163,2025-09-16,"2025-09-16 04:45:00"
"2691","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:45:00"
"2692","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:45:00"
"2693","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:47:00"
"2694","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:47:00"
"2695","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 04:47:00"
"2696","aquaHub-661034","9001-43287","Female",201,2025-09-16,"2025-09-16 04:49:00"
"2697","aquaHub-660141","9001-52029","Male",1.5,2025-09-16,"2025-09-16 04:50:00"
"2698","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:51:00"
"2699","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:52:00"
"2700","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:53:00"
"2701","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:55:00"
"2702","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 04:57:00"
"2703","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 04:58:00"
"2704","aquaHub-660298","9001-64500","Male",1.6,2025-09-16,"2025-09-16 04:58:00"
"2705","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 05:00:00"
"2706","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 05:02:00"
"2707","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 05:03:00"
"2708","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 05:04:00"
"2709","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 05:06:00"
"2710","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:06:00"
"2711","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 05:06:00"
"2712","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 05:07:00"
"2713","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:08:00"
"2714","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 05:09:00"
"2715","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 05:10:00"
"2716","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 05:10:00"
"2717","aquaHub-660298","9001-52040","Male",164,2025-09-16,"2025-09-16 05:11:00"
"2718","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:11:00"
"2719","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 05:11:00"
"2720","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:13:00"
"2721","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 05:14:00"
"2722","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 05:15:00"
"2723","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 05:15:00"
"2724","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:16:00"
"2725","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 05:16:00"
"2726","aquaHub-660298","9001-52040","Male",164,2025-09-16,"2025-09-16 05:16:00"
"2727","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 05:18:00"
"2728","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 05:18:00"
"2729","aquaHub-660298","9001-52040","Male",164,2025-09-16,"2025-09-16 05:18:00"
"2730","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:18:00"
"2731","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 05:19:00"
"2732","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 05:20:00"
"2733","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 05:21:00"
"2734","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 05:21:00"
"2735","aquaHub-660298","9001-26756","Male",1.6,2025-09-16,"2025-09-16 05:23:00"
"2736","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:24:00"
"2737","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 05:24:00"
"2738","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 05:26:00"
"2739","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:26:00"
"2740","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:28:00"
"2741","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 05:28:00"
"2742","aquaHub-660298","9001-64500","Male",1.6,2025-09-16,"2025-09-16 05:29:00"
"2743","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:29:00"
"2744","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 05:30:00"
"2745","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:31:00"
"2746","aquaHub-660298","9001-52017","Male",1.6,2025-09-16,"2025-09-16 05:32:00"
"2747","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 05:33:00"
"2748","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:33:00"
"2749","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:35:00"
"2750","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 05:35:00"
"2751","aquaHub-660298","9001-52031","Male",1.6,2025-09-16,"2025-09-16 05:37:00"
"2752","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 05:37:00"
"2753","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:37:00"
"2754","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 05:39:00"
"2755","aquaHub-660298","9001-52017","Male",1.6,2025-09-16,"2025-09-16 05:39:00"
"2756","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:40:00"
"2757","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:42:00"
"2758","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 05:42:00"
"2759","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 05:44:00"
"2760","aquaHub-660298","9001-64500","Male",1.6,2025-09-16,"2025-09-16 05:45:00"
"2761","aquaHub-660298","9001-52017","Male",1.6,2025-09-16,"2025-09-16 05:45:00"
"2762","aquaHub-660298","9001-52017","Male",1.6,2025-09-16,"2025-09-16 05:50:00"
"2763","aquaHub-660298","9001-64500","Male",1.6,2025-09-16,"2025-09-16 05:51:00"
"2764","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:52:00"
"2765","aquaHub-660298","9001-64500","Male",1.6,2025-09-16,"2025-09-16 05:53:00"
"2766","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:54:00"
"2767","aquaHub-660298","9001-64500","Male",1.6,2025-09-16,"2025-09-16 05:55:00"
"2768","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 05:59:00"
"2769","aquaHub-660298","9001-64500","Male",1.6,2025-09-16,"2025-09-16 06:00:00"
"2770","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:01:00"
"2771","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:02:00"
"2772","aquaHub-660298","9001-64500","Male",1.6,2025-09-16,"2025-09-16 06:03:00"
"2773","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:05:00"
"2774","aquaHub-660298","9001-64500","Male",1.6,2025-09-16,"2025-09-16 06:05:00"
"2775","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:06:00"
"2776","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:08:00"
"2777","aquaHub-660298","9001-64500","Male",1.6,2025-09-16,"2025-09-16 06:09:00"
"2778","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:10:00"
"2779","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:13:00"
"2780","aquaHub-660298","9001-52039","Male",170,2025-09-16,"2025-09-16 06:13:00"
"2781","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:15:00"
"2782","aquaHub-660298","9001-26756","Male",1.6,2025-09-16,"2025-09-16 06:16:00"
"2783","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:17:00"
"2784","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:19:00"
"2785","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 06:21:00"
"2786","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:22:00"
"2787","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 06:23:00"
"2788","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 06:23:00"
"2789","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:24:00"
"2790","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:26:00"
"2791","aquaHub-660298","9001-26756","Male",1.6,2025-09-16,"2025-09-16 06:26:00"
"2792","aquaHub-660298","9001-52017","Male",1.6,2025-09-16,"2025-09-16 06:27:00"
"2793","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 06:28:00"
"2794","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:28:00"
"2795","aquaHub-660298","9001-43149","Male",165,2025-09-16,"2025-09-16 06:29:00"
"2796","aquaHub-660298","9001-26756","Male",1.6,2025-09-16,"2025-09-16 06:30:00"
"2797","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:30:00"
"2798","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 06:32:00"
"2799","aquaHub-660110","9001-43148","Male",162,2025-09-16,"2025-09-16 06:32:00"
"2800","aquaHub-660298","9001-26756","Male",1.6,2025-09-16,"2025-09-16 06:33:00"
"2801","aquaHub-660298","9001-52036","Male",161,2025-09-16,"2025-09-16 06:33:00"
